shipping_date,seller_name,buyer_name,buyer_address,buyer_city,buyer_zipcode,kode_resi
2022-07-15,F2_Sweater,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,5782–2022-07-13–2022-07-15–113–181
2022-07-15,Mother of Pearl by Tasya Farasya,Edy Kosasih,Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa,Jakarta Selatan,16647,5783–2022-07-12–2022-07-15–82–239
2022-07-15,EzzyMart JAKARTA,Bernadette Ruth Irawati,Jl Rempoa Raya 45,Jakarta Selatan,16145,5637–2022-07-14–2022-07-15–43–45
2022-07-15,safirablazer. id,Alwijaya Aw,Jl Laks L RE Martadinata 279,Jakarta Barat,16844,5973–2022-07-12–2022-07-15–5–222
2022-07-15,Havillastore,Edy Susanto,Jl Gaperta Ujung 58,Sumatera Utara,16887,5848–2022-07-14–2022-07-15–84–258
2022-07-15,SKM Jaket,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,5724–2022-07-13–2022-07-15–120–159
2022-07-15,Make Over Official Shop,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,5940–2022-07-14–2022-07-15–104–224
2022-07-16,DUMA Official,Hioe Isenta,Jl Pekayon 4,Jakarta Barat,16966,5934–2022-07-15–2022-07-16–109–174
2022-07-16,Bless Cosmetics ID,Basuiki Puspoputro,Jl Kb Jati C-14/54,Kota Bandung,17064,5725–2022-07-15–2022-07-16–24–238
2022-07-16,onesix16,Mugijanto Sugijono,Jl Dahlia Bl E/6 Kompl Tmn Modern,Jakarta Selatan,15432,5624–2022-07-15–2022-07-16–124–152
2022-07-16,AMC Onlineshop,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,6132–2022-07-14–2022-07-16–23–299
2022-07-16,Rumix,Amaluddin Djambak,Jl Raya Kosambi 8,Jakarta Barat,15683,5465–2022-07-13–2022-07-16–8–63
2022-07-16,herbalaku,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,5880–2022-07-15–2022-07-16–104–307
2022-07-16,DELTONS Official Store,Darmansjah Darsono,Jl Bantir 10 50651,Kota Solo,15323,6159–2022-07-14–2022-07-16–69–94
2022-07-16,JIESUN_FASHION,Ben Morice,Jl Kembang Indah Utama Bl J-2 A/16-17,Jakarta Selatan,15951,6121–2022-07-13–2022-07-16–33–198
2022-07-16,Apotek Aulia Bekasi Utara,Evert Jimmy Lengkong,Jl Jend Urip Sumohardjo 31 E,Jakarta Pusat,17061,5925–2022-07-15–2022-07-16–101–289
2022-07-16,ipstore_id,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,5956–2022-07-13–2022-07-16–80–204
2022-07-16,Apotek Sami Sehat Delanggu,Darminto Hartono,Jl Setiabudi 186,Kota Bandung,17151,6086–2022-07-13–2022-07-16–72–306
2022-07-16,Apotek Labora Jaya,Ben Morice,Jl Kembang Indah Utama Bl J-2 A/16-17,Jakarta Selatan,15951,5984–2022-07-14–2022-07-16–33–296
2022-07-16,Tentronics,BELLYANAWATY BUDIMAN,Jl Pangkalan,Jakarta Selatan,15508,5914–2022-07-15–2022-07-16–32–54
2022-07-16,luxcrime,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,5590–2022-07-14–2022-07-16–75–227
2022-07-16,Putra Jaya 88,Eka Sinto Kasih Tjia,Jl Sri Tanjung Pd Wage Indah F/17-19,Kota Pasuruan,15430,5442–2022-07-14–2022-07-16–90–13
2022-07-16,inimurah shop,Darwin Soegiatto,Jl Industri XXIV 988-989,Kota Solo,15213,6127–2022-07-15–2022-07-16–77–76
2022-07-16,Deli Stationery,Muhammad Aksa Mahmud,Jl Raya Semarang-Purwodadi Km 17 Semarang,Kota Solo,15494,5768–2022-07-15–2022-07-16–126–56
2022-07-16,Apotek Mario Cengkareng,Aluinanto Sandjojo,Jl Inspeksi Saluran Kalimalang 9 A-B,Jakarta Pusat,16035,5840–2022-07-15–2022-07-16–2–305
2022-07-16,Beauty is Here,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,5613–2022-07-14–2022-07-16–115–232
2022-07-16,MOJO_FASHION,Evi Wikarsa,Jl Dewi Sartika 357 C,Jakarta Pusat,15415,6097–2022-07-13–2022-07-16–103–148
2022-07-16,Guele Id,Isenta Hioe,Jl Mandiri 9,Jakarta Barat,17224,5574–2022-07-13–2022-07-16–114–255
2022-07-16,Apotek Century Kuningan City,JENNY WIDJAJA,Jl Hayam Wuruk 120,Jakarta Barat,15841,5496–2022-07-13–2022-07-16–116–268
2022-07-16,Miisoo Official Shop,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,5711–2022-07-14–2022-07-16–41–5
2022-07-16,Quantum Home Appliances,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,5429–2022-07-14–2022-07-16–81–18
2022-07-16,Apotek Sami Sehat Delanggu,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,6101–2022-07-13–2022-07-16–75–306
2022-07-17,Belanja Elektronik,Evelyn Luciana Soeyapto,Jl Lodan Raya 1 Bl BE,Jakarta Pusat,15959,5657–2022-07-14–2022-07-17–100–8
2022-07-17,PINKFLASH OFFICIAL STORE,Effendy Husin,Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2,Jakarta Pusat,16277,5618–2022-07-15–2022-07-17–87–233
2022-07-17,PIO Label,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,5738–2022-07-16–2022-07-17–113–216
2022-07-17,Make Over Official Shop,Basuiki Puspoputro,Jl Kb Jati C-14/54,Kota Bandung,17064,6015–2022-07-15–2022-07-17–24–224
2022-07-17,Aerostreet,Fabian Gelael,Jl Prof Surya Sumantri 16,Kota Bandung,16319,5492–2022-07-14–2022-07-17–108–120
2022-07-17,PSORIA Official,Andre Sukendra Atmadja,Jl Laksda M Nazir 11 U,Jakarta Selatan,16483,6018–2022-07-14–2022-07-17–22–318
2022-07-17,Ghani Bandung,Andiko Ardi Purnomo,Jl Cipinang Cempedak II 14,Jakarta Selatan,16266,5802–2022-07-16–2022-07-17–18–158
2022-07-17,Erigo Official,Bernadette Ruth Irawati,Jl Rempoa Raya 45,Jakarta Selatan,16145,5481–2022-07-15–2022-07-17–43–166
2022-07-17,A2F_STORE,Christiana Niowni,Jl Peta 62,Kota Bandung,17147,6114–2022-07-14–2022-07-17–64–213
2022-07-17,Wardah Official,Bernie Prajoga,Jl Casa 2,Kota Bandung,16858,5888–2022-07-15–2022-07-17–44–251
2022-07-17,Madame Gie Official,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,5949–2022-07-14–2022-07-17–15–252
2022-07-17,Health&Beauty Solution,Christian Leuchtenberg,Jl Puri Agung Mal Puri Indah Unit IU/1 C,Jakarta Pusat,17209,5673–2022-07-15–2022-07-17–58–86
2022-07-17,Deli office automative,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,5671–2022-07-14–2022-07-17–102–64
2022-07-17,inayafashion,,,,,5670–2022-07-14–2022-07-17––178
2022-07-17,lbagstore,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,5634–2022-07-16–2022-07-17–78–10
2022-07-17,Apotek Century Tunjungan Plaza,Efrem Wardhana,Jl Salemba Raya Psr Kenari AKS 12,Jakarta Pusat,16239,5703–2022-07-14–2022-07-17–88–313
2022-07-17,PINZY Official Store,Andre Sukendra Atmadja,Jl Laksda M Nazir 11 U,Jakarta Selatan,16483,5735–2022-07-14–2022-07-17–22–11
2022-07-17,SOMETHINC official,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,5704–2022-07-16–2022-07-17–17–241
2022-07-17,Fesyana Store,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,6104–2022-07-16–2022-07-17–104–190
2022-07-17,Fahrich Official Shop,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,5604–2022-07-14–2022-07-17–119–146
2022-07-17,STUDIO TROPIK,Emily Waty Setiawan,Jl Lautze 87,Jakarta Pusat,17176,6001–2022-07-16–2022-07-17–99–226
2022-07-17,Rose All Day Cosmetics,Evi Wikarsa,Jl Dewi Sartika 357 C,Jakarta Pusat,15415,6177–2022-07-16–2022-07-17–103–254
2022-07-17,Aisyah Herbalindo,Muhammad Aksa Mahmud,Jl Raya Semarang-Purwodadi Km 17 Semarang,Kota Solo,15494,6045–2022-07-15–2022-07-17–126–263
2022-07-17,Waroeng Bako Depok,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,5916–2022-07-14–2022-07-17–81–101
2022-07-17,Global Bangunan sukses,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,6094–2022-07-14–2022-07-17–123–48
2022-07-17,Ung Sira Store,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,5580–2022-07-14–2022-07-17–23–135
2022-07-17,Havillastore,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,5576–2022-07-15–2022-07-17–119–258
2022-07-18,Lalulaku,Darjoto Setyawan,Jl Stasiun 30 Kel Tanjung Gusta,Sumatera Utara,17130,5666–2022-07-17–2022-07-18–67–6
2022-07-18,dollylab,BENNY IRSJAD,Jl Dr Setiabudhi 315,Jakarta Selatan,15258,6182–2022-07-17–2022-07-18–38–292
2022-07-18,luxcrime,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,6187–2022-07-15–2022-07-18–107–227
2022-07-18,STUDIO TROPIK,Alwijaya Aw,Jl Laks L RE Martadinata 279,Jakarta Barat,16844,5414–2022-07-15–2022-07-18–5–226
2022-07-18,Putra Jaya 88,Bernadette Ruth Irawati,Jl Rempoa Raya 45,Jakarta Selatan,16145,5541–2022-07-15–2022-07-18–43–13
2022-07-18,SOMETHINC official,Darwin Soegiatto,Jl Industri XXIV 988-989,Kota Solo,15213,5562–2022-07-15–2022-07-18–77–241
2022-07-18,A2F_STORE,Anak Agung Gde Agung,Jl Sisingamangaraja Km 5.5/10,Sumatera Utara,16555,5571–2022-07-17–2022-07-18–9–213
2022-07-18,Make Over Official Shop,Darminto,Jl Sukanagara 21,Kota Bandung,16297,5472–2022-07-15–2022-07-18–71–224
2022-07-18,Make Over Official Shop,Christian Sugiarto,Jl Cikini Raya 90 Hias Rias Plaza,Jakarta Pusat,15190,5599–2022-07-16–2022-07-18–62–224
2022-07-18,SORU Indonesia,Mugijanto Sugijono,Jl Dahlia Bl E/6 Kompl Tmn Modern,Jakarta Selatan,15432,5606–2022-07-17–2022-07-18–124–3
2022-07-18,Make Over Official Shop,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,5636–2022-07-16–2022-07-18–73–224
2022-07-18,Eroc Official Store,Efrem Wardhana,Jl Salemba Raya Psr Kenari AKS 12,Jakarta Pusat,16239,5710–2022-07-15–2022-07-18–88–59
2022-07-18,TheStore Collection,Darminto Hartono,Jl Setiabudi 186,Kota Bandung,17151,5513–2022-07-16–2022-07-18–72–141
2022-07-18,mandjur,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,5814–2022-07-17–2022-07-18–80–285
2022-07-18,Apotek Provita,Johan Soedibjo,Jl Probolinggo 5,Jakarta Barat,17273,5817–2022-07-15–2022-07-18–118–304
2022-07-18,Garaf Official,Christiana Halim,Jl Mampang Prapatan Raya 18,Jakarta Pusat,17224,5859–2022-07-15–2022-07-18–63–144
2022-07-18,X-Urband Official,Bing Gondosubroto,Jl Prof Dr Latumeten 23,Jakarta Pusat,16339,5902–2022-07-17–2022-07-18–49–124
2022-07-18,Maximum Chemical,Hiramsyah Sambudhy Thaib,Jl Tmn Apsari 9 C,Kota Pasuruan,15419,5910–2022-07-16–2022-07-18–111–270
2022-07-18,snapy,Belinda Natalia Tanoko,Jl Kutisari Raya 12,Kota Pasuruan,16899,5926–2022-07-16–2022-07-18–31–81
2022-07-18,UTAMA_ELECTRONIC,Christian Nainggolan,Jl Raya Ciracas 4,Jakarta Pusat,15285,5941–2022-07-15–2022-07-18–59–12
2022-07-18,Meliyana,Amaluddin Djambak,Jl Raya Kosambi 8,Jakarta Barat,15683,5947–2022-07-15–2022-07-18–8–40
2022-07-18,Jaketindo Clothing,Christian Dieter Scholz,Jl Tmn Sari Raya 5 D,Jakarta Pusat,16817,5965–2022-07-16–2022-07-18–57–164
2022-07-18,Apotek Sahabat Ambulu,Andiko Ardi Purnomo,Jl Cipinang Cempedak II 14,Jakarta Selatan,16266,5997–2022-07-16–2022-07-18–18–283
2022-07-18,Rumahku Official,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,6012–2022-07-17–2022-07-18–78–23
2022-07-18,Apotek Aulia Bekasi Utara,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,6048–2022-07-16–2022-07-18–94–289
2022-07-18,Prepp Studio Official Store,BHAYANG SURYADIMADJA,Jl Gondangdia Lama 24,Jakarta Pusat,16116,6089–2022-07-15–2022-07-18–46–134
2022-07-18,Tokosebelah2021,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,6109–2022-07-17–2022-07-18–102–160
2022-07-18,YOU Beauty Official,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,6122–2022-07-16–2022-07-18–107–225
2022-07-19,Sangkilco,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,5823–2022-07-17–2022-07-19–12–117
2022-07-19,Ultima II Official Store,Bintoro Wong,Jl Talang Ujung 40 D,Jakarta Pusat,15341,5968–2022-07-17–2022-07-19–50–261
2022-07-19,Mother of Pearl by Tasya Farasya,Eka Sinto Kasih Tjia,Jl Sri Tanjung Pd Wage Indah F/17-19,Kota Pasuruan,15430,5658–2022-07-17–2022-07-19–90–239
2022-07-19,perfect beauty,Fabian Gelael,Jl Prof Surya Sumantri 16,Kota Bandung,16319,6049–2022-07-18–2022-07-19–108–236
2022-07-19,Grosir Kitchenware,Bernie Prajoga,Jl Casa 2,Kota Bandung,16858,5623–2022-07-17–2022-07-19–44–31
2022-07-19,DENPOO OFFICIAL STORE,Darjoto Setyawan,Jl Stasiun 30 Kel Tanjung Gusta,Sumatera Utara,17130,5896–2022-07-17–2022-07-19–67–39
2022-07-19,Setia Mandiri Elektronik,Andre Sukendra Atmadja,Jl Laksda M Nazir 11 U,Jakarta Selatan,16483,6007–2022-07-18–2022-07-19–22–41
2022-07-19,Erigo Official,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,6203–2022-07-16–2022-07-19–17–166
2022-07-19,Maximum Chemical,Muhammad Agus,Jl Balai Rakyat 3 RT 001/01,Jakarta Selatan,16710,5443–2022-07-16–2022-07-19–125–270
2022-07-19,Toko obat palembang,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,5556–2022-07-16–2022-07-19–79–267
2022-07-19,Raja Stationery,Andre Sukendra Atmadja,Jl Laksda M Nazir 11 U,Jakarta Selatan,16483,6023–2022-07-17–2022-07-19–22–67
2022-07-19,Zazah Queen,Efendi Boedhiman,Jl Pejaten Brt 10 A,Jakarta Selatan,16965,5721–2022-07-17–2022-07-19–86–27
2022-07-19,KremlinOfficial,Edy Kusnadi,Jl Depsos Raya 42 B RT 008/01,Jakarta Selatan,17100,5829–2022-07-17–2022-07-19–83–122
2022-07-19,CrafTex,Belinda Natalia Tanoko,Jl Kutisari Raya 12,Kota Pasuruan,16899,5772–2022-07-18–2022-07-19–31–114
2022-07-19,Deli Stationery,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,5596–2022-07-16–2022-07-19–45–56
2022-07-19,Herbal Store Bharata,Muhammad Agus,Jl Balai Rakyat 3 RT 001/01,Jakarta Selatan,16710,5638–2022-07-18–2022-07-19–125–294
2022-07-19,Rollover Reaction,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,5669–2022-07-17–2022-07-19–104–231
2022-07-19,INTI MEDIKA STORE,Bayu Prawitasari,Jl Rajawali 24,Sumatera Utara,16282,5708–2022-07-16–2022-07-19–26–282
2022-07-19,MOJO_FASHION,Evi Wikarsa,Jl Dewi Sartika 357 C,Jakarta Pusat,15415,6202–2022-07-18–2022-07-19–103–148
2022-07-19,Erigo Official,Bob Yanuar,Jl Percetakan Negara II 24,Jakarta Pusat,16675,5904–2022-07-18–2022-07-19–53–166
2022-07-19,PAKAN LOVEBIRD MBOK DEWI,Christian Sugiarto,Jl Cikini Raya 90 Hias Rias Plaza,Jakarta Pusat,15190,5922–2022-07-16–2022-07-19–62–132
2022-07-20,play with kiddos,Ance Anggraeny,Jl Garuda Dlm I Bl B/47,Kota Bandung,16576,6106–2022-07-17–2022-07-20–11–113
2022-07-20,Tentronics,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,5957–2022-07-19–2022-07-20–120–54
2022-07-20,ESQA Cosmetics,Anak Agung Gde Agung,Jl Sisingamangaraja Km 5.5/10,Sumatera Utara,16555,5977–2022-07-17–2022-07-20–9–230
2022-07-20,Moxie Inconspiracy,Christian Dieter Scholz,Jl Tmn Sari Raya 5 D,Jakarta Pusat,16817,5686–2022-07-17–2022-07-20–57–136
2022-07-20,X-Urband Official,Darmawansjah Setiawan,Jl Raya Bekasi Km 25/95,Jakarta Pusat,16825,5928–2022-07-18–2022-07-20–70–124
2022-07-20,EzzyMart JAKARTA,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,5929–2022-07-19–2022-07-20–123–45
2022-07-20,Autad20,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,5630–2022-07-18–2022-07-20–123–173
2022-07-20,dollylab,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,6180–2022-07-17–2022-07-20–35–292
2022-07-20,inayafashion,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,5862–2022-07-18–2022-07-20–10–178
2022-07-20,Health&Beauty Solution,Christian Nainggolan,Jl Raya Ciracas 4,Jakarta Pusat,15285,6155–2022-07-17–2022-07-20–59–86
2022-07-20,Maslinda Store,Ance Anggraeny,Jl Garuda Dlm I Bl B/47,Kota Bandung,16576,5732–2022-07-19–2022-07-20–11–79
2022-07-20,BLP Official Store,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,6169–2022-07-19–2022-07-20–75–240
2022-07-20,Hi-Cook Official,Bimo Pramudyo Soekarno,Jl Mutiara I 10,Jakarta Pusat,16667,6020–2022-07-18–2022-07-20–47–35
2022-07-20,Ung Sira Store,Darminto Hartono,Jl Setiabudi 186,Kota Bandung,17151,5516–2022-07-17–2022-07-20–72–135
2022-07-20,Apotek Sahabat Ambulu,Bismarka Kurniawan,Jl Batu 1,Jakarta Pusat,16516,6192–2022-07-17–2022-07-20–51–283
2022-07-20,Apotek Mario Cengkareng,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,6124–2022-07-18–2022-07-20–35–305
2022-07-20,Apotek Century Tunjungan Plaza,Amalia Aristiningsih,Jl Gn Sahari 51/12 A,Jakarta Barat,16325,6003–2022-07-18–2022-07-20–7–313
2022-07-20,SOMETHINC official,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,6162–2022-07-18–2022-07-20–104–241
2022-07-20,ESQA Cosmetics,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,6158–2022-07-19–2022-07-20–80–230
2022-07-20,Troveast Official Store,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,5811–2022-07-19–2022-07-20–73–150
2022-07-20,lattina_shop,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,6016–2022-07-17–2022-07-20–107–184
2022-07-20,lbagstore,Evi Wikarsa,Jl Dewi Sartika 357 C,Jakarta Pusat,15415,5705–2022-07-18–2022-07-20–103–10
2022-07-20,USFA-STORE,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,5502–2022-07-17–2022-07-20–41–126
2022-07-20,Belanja Elektronik,ELVIN TJANDRA,Jl Tebet Tmr Dalam 7-I/5,Jakarta Pusat,16610,5707–2022-07-19–2022-07-20–93–8
2022-07-20,oteweshopid,Emily Waty Setiawan,Jl Lautze 87,Jakarta Pusat,17176,6078–2022-07-17–2022-07-20–99–212
2022-07-20,Baseus Official Store,,,,,5435–2022-07-17–2022-07-20––65
2022-07-20,Aerostreet,Bismarka Kurniawan,Jl Batu 1,Jakarta Pusat,16516,5815–2022-07-17–2022-07-20–51–120
2022-07-20,ESQA Cosmetics,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,5715–2022-07-17–2022-07-20–127–230
2022-07-20,Wakata Living,Evie Raviana,Jl Tmn Duta Mas Bl B-4/2,Jakarta Pusat,15274,6071–2022-07-19–2022-07-20–105–4
2022-07-20,DUMA Official,Bismarka Kurniawan,Jl Batu 1,Jakarta Pusat,16516,5950–2022-07-17–2022-07-20–51–174
2022-07-20,Anggi Colection Shop,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,6058–2022-07-19–2022-07-20–80–169
2022-07-20,Livehaf Official,Danny Tjiu,Jl Tebet Brt I/2,Jakarta Pusat,16429,6051–2022-07-18–2022-07-20–65–123
2022-07-20,BioCloud Absensi Online,Aluinanto Sandjojo,Jl Inspeksi Saluran Kalimalang 9 A-B,Jakarta Pusat,16035,5751–2022-07-17–2022-07-20–2–89
2022-07-20,Make Over Official Shop,Eiffel Tedja,Jl Kwitang Raya 8 Ged Senatama,Jakarta Pusat,16366,6019–2022-07-17–2022-07-20–89–224
2022-07-21,PT Harmoni Danatek Solusindo,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,5850–2022-07-20–2022-07-21–119–57
2022-07-21,silfa qarin,Andi Achmad Dara,Jl Sumagung III Kav Bulak K/5,Jakarta Utara,16681,5849–2022-07-19–2022-07-21–14–182
2022-07-21,Starco Official Store,Ben Morice,Jl Kembang Indah Utama Bl J-2 A/16-17,Jakarta Selatan,15951,5920–2022-07-18–2022-07-21–33–7
2022-07-21,Beauty is Here,Eiffel Tedja,Jl Kwitang Raya 8 Ged Senatama,Jakarta Pusat,16366,5537–2022-07-19–2022-07-21–89–232
2022-07-21,erjucom,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,5515–2022-07-20–2022-07-21–120–14
2022-07-21,ChinaTown,Benjamin Wong Siong Yuit,Jl Kenyeri,Kota Denpasar,15743,5866–2022-07-20–2022-07-21–37–38
2022-07-21,luxcrime,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,5626–2022-07-18–2022-07-21–15–227
2022-07-21,TheStore Collection,Benjamin Wong Siong Yuit,Jl Kenyeri,Kota Denpasar,15743,6186–2022-07-19–2022-07-21–37–141
2022-07-21,Lynfashionista,Johana Poedjokerto,Jl KH Zainul Arifin 35,Jakarta Selatan,15151,5625–2022-07-20–2022-07-21–121–183
2022-07-21,Fath Knite,Edy Kosasih,Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa,Jakarta Selatan,16647,5664–2022-07-19–2022-07-21–82–115
2022-07-21,Sangkilco,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,5617–2022-07-18–2022-07-21–80–117
2022-07-21,Wakata Living,Edy Kusnadi,Jl Depsos Raya 42 B RT 008/01,Jakarta Selatan,17100,5684–2022-07-19–2022-07-21–83–4
2022-07-21,Livehaf Official,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,6022–2022-07-20–2022-07-21–23–123
2022-07-21,Pixy Official Store,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,5430–2022-07-19–2022-07-21–23–229
2022-07-21,Raecca Official Store,Isenta Hioe,Jl Mandiri 9,Jakarta Barat,17224,5421–2022-07-18–2022-07-21–114–259
2022-07-21,X-Urband Official,Bimo Surono,Jl Lodan 23,Jakarta Pusat,16487,5504–2022-07-18–2022-07-21–48–124
2022-07-21,zero plus,Efrem Wardhana,Jl Salemba Raya Psr Kenari AKS 12,Jakarta Pusat,16239,5643–2022-07-18–2022-07-21–88–69
2022-07-21,LUXEWARES,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,5982–2022-07-19–2022-07-21–119–19
2022-07-21,Lalulaku,Christian Parlaungan Mulyanto,Jl Cipaku I 43,Jakarta Pusat,16393,5974–2022-07-18–2022-07-21–60–6
2022-07-21,Berkah Natural Bersama,Christian Dieter Scholz,Jl Tmn Sari Raya 5 D,Jakarta Pusat,16817,6107–2022-07-20–2022-07-21–57–266
2022-07-21,Make Over Official Shop,Andre Sukendra Atmadja,Jl Laksda M Nazir 11 U,Jakarta Selatan,16483,6083–2022-07-20–2022-07-21–22–224
2022-07-21,Pixy Official Store,Belinda Natalia Tanoko,Jl Kutisari Raya 12,Kota Pasuruan,16899,5663–2022-07-18–2022-07-21–31–229
2022-07-21,lapak atk,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,5998–2022-07-20–2022-07-21–94–92
2022-07-21,House of Smith Official,Bayu Virgan Triyatno,Jl Kota Denpasarkpapan 29-31,Jakarta Selatan,15536,5980–2022-07-20–2022-07-21–27–118
2022-07-21,Bizmarts,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,5546–2022-07-18–2022-07-21–6–280
2022-07-21,DUNIA COMPUTER & SERVICE,Johan Soedibjo,Jl Probolinggo 5,Jakarta Barat,17273,5770–2022-07-20–2022-07-21–118–93
2022-07-21,Razient,Effendy Husin,Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2,Jakarta Pusat,16277,5607–2022-07-19–2022-07-21–87–112
2022-07-22,ArEr fashion,Andhika Anindyaguna Hermanto,Jl Iskandarsyah II 2 Pasaraya Blok M,Jakarta Utara,15174,5417–2022-07-19–2022-07-22–13–133
2022-07-22,Skintific Official Store,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,5853–2022-07-21–2022-07-22–123–244
2022-07-22,Pixy Official Store,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,5985–2022-07-19–2022-07-22–78–229
2022-07-22,Dear Meee,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,6140–2022-07-21–2022-07-22–79–52
2022-07-22,Beauty is Here,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,5789–2022-07-19–2022-07-22–127–232
2022-07-22,majafashionhouse,Christian Sandy Rachmat,Jl Tmn Surya,Jakarta Pusat,15476,5846–2022-07-19–2022-07-22–61–187
2022-07-22,Aerostreet,Edy Kosasih,Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa,Jakarta Selatan,16647,5781–2022-07-21–2022-07-22–82–120
